id;lat;lon;time;tags;url
5432076;52.498.505;4.748;21-3-2020 13:33;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798731256_IMG_7901.JPG
5432123;524.985;474.794.166.666.667;21-3-2020 13:33;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798731176_IMG_7900.JPG
5432215;524.985;474.794.166.666.667;21-3-2020 13:33;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798731388_IMG_7899.JPG
5432040;524.985;474.794.166.666.667;21-3-2020 13:33;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798731455_IMG_7898.JPG
5432037;524.985;474.794.166.666.667;21-3-2020 13:33;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798731512_IMG_7897.JPG
5432035;524.985;474.794.166.666.667;21-3-2020 13:33;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798731589_IMG_7896.JPG
5421312;524.999.116.666.667;474.571.333.333.333;19-3-2020 15:55;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/19/134369-1584634848660_IMG_7750.JPG
5395551;524.645.783.333.333;482.390.333.333.333;15-3-2020 13:22;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/15/134369-1584286001302_IMG_7700.JPG
5395543;524.641.216.666.667;482.472.833.333.333;15-3-2020 13:21;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/15/134369-1584286001555_IMG_7696.JPG
5395650;524.639.966.666.667;482.527.166.666.667;15-3-2020 13:20;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/15/134369-1584286001828_IMG_7691.JPG
5395628;524.639.666.666.667;482.539.666.666.667;15-3-2020 13:20;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/15/134369-1584286001762_IMG_7690.JPG
5395571;524.639.783.333.333;482.540.833.333.333;15-3-2020 13:19;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/15/134369-1584286001940_IMG_7689.JPG
5395576;524.639.666.666.667;482.542.833.333.333;15-3-2020 13:19;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/15/134369-1584286001997_IMG_7688.JPG
5395586;52.463.895;482.579.166.666.667;15-3-2020 13:19;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/15/134369-1584286002099_IMG_7686.JPG
5395611;524.638.783.333.333;482.596.333.333.333;15-3-2020 13:19;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/15/134369-1584286002380_IMG_7683.JPG
5390738;524.984.866.666.667;474.794.666.666.667;14-3-2020 16:24;can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210248675_IMG_7573.JPG
5390734;524.984.883.333.333;474.798;14-3-2020 16:24;can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210248589_IMG_7572.JPG
5390735;5.249.848;474.798;14-3-2020 16:24;can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210248536_IMG_7571.JPG
5390731;524.984.866.666.667;474.797.166.666.667;14-3-2020 16:24;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210248298_IMG_7570.JPG
5390736;5.249.847;474.795;14-3-2020 16:24;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210248379_IMG_7569.JPG
5390733;524.984.633.333.333;474.795.333.333.333;14-3-2020 16:24;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210248448_IMG_7568.JPG
5390730;524.984.666.666.667;4.747.955;14-3-2020 16:23;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210248237_IMG_7567.JPG
5390729;52.498.455;474.793;14-3-2020 16:23;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210248144_IMG_7566.JPG
5390728;52.498.455;474.792.833.333.333;14-3-2020 16:23;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210248067_IMG_7565.JPG
5390721;52.498.455;474.792.833.333.333;14-3-2020 16:23;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210247835_IMG_7564.JPG
5390720;5.249.847;474.793.833.333.333;14-3-2020 16:23;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210247895_IMG_7563.JPG
5390723;5.249.848;474.795;14-3-2020 16:23;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210247990_IMG_7562.JPG
5390810;524.984.883.333.333;474.796.333.333.333;14-3-2020 16:23;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210247737_IMG_7561.JPG
5390726;524.985.083.333.333;474.798.833.333.333;14-3-2020 16:23;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210247656_IMG_7560.JPG
5390725;524.985.083.333.333;4.748;14-3-2020 16:23;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210247567_IMG_7559.JPG
